																																		Class	Bs	Bs	Bs	Mo	Mo	Mo	NA	NA	NA	NA
6	6.767	138.01945	low score: 2-nitrophenol	[M-H]-	null	0.83	True	13.886	138.01967	C6H5NO3	Nitrophenols	IQUPABOKLQSFBK-UHFFFAOYSA-N	OC1=C(C=CC=C1)[N+]([O-])=O	530	False	True	False	Normalized unit: Intensity; Annotation method: MSMS-Public_experimentspectra-neg-VS19_1	False	False	6	0	0.00	1.00	0.87	0.85	0.88	2.00	1.00	1.82	282.65	E_neg_mock_3_1	138.01945:3771 139.02412:304 140.02879:43	65.00286:2 70.02758:1 74.34298:2 75.84110:1 76.36406:1 76.37732:1 76.46852:1 76.62449:1 76.97816:1 77.11443:1 77.43173:1 77.71038:1 77.89941:1 77.94240:1 78.05832:1 78.08385:1 78.25793:1 79.01883:1 79.58538:1 80.03034:1 80.12895:1 80.22148:1 80.74874:1 81.37116:1 82.62954:1 82.79435:1 84.33219:1 85.85514:1 89.50724:1 91.01919:2 91.41800:1 91.55432:1 91.86293:1 92.02675:53 92.04281:1 92.24854:2 92.73811:1 93.45734:1 94.06151:1 94.42737:1 94.56806:1 94.60902:1 95.07406:1 95.48949:1 95.65707:1 95.67480:1 95.76728:1 96.13428:1 96.19287:1 96.45243:1 96.51930:1 96.68296:1 96.76274:2 96.97335:1 97.10914:1 97.13375:1 97.15258:1 97.22162:1 97.39059:2 97.40328:1 97.48208:1 97.60156:1 97.62479:1 97.75452:1 97.97205:1 98.13355:1 98.17382:1 99.98486:1 100.14556:1 100.36868:1 100.63725:1 100.78519:1 101.69240:1 102.10720:1 103.58232:1 104.37087:1 105.11621:1 105.44034:1 106.33787:2 106.47381:1 107.66777:2 108.00367:2 108.02186:464 108.04810:2 108.05282:1 108.60283:1 108.61661:1 109.02431:1 109.36516:1 109.69063:1 109.81685:1 110.76272:1 112.08825:1 113.21469:1 114.04949:1 114.22896:1 114.26979:1 115.30033:1 116.14013:1 116.29641:1 116.39309:1 117.75103:1 117.88363:1 118.31391:1 120.07765:1 120.08624:1 120.53749:1 121.82873:1 122.01854:1 123.52715:1 124.89337:1 133.11564:1 133.81611:1 134.28165:1 134.84182:1 134.99428:1 136.28394:1 137.55560:1 137.56364:2 137.87975:1 137.89241:1 137.98981:2 138.01986:849 138.59334:2 138.60647:1 138.84644:1 138.86721:1 138.89253:2 139.02630:1 139.09470:1 139.19464:1 139.63529:1	2337	755	1604	1199	1434	3189	1565.60416666667	1940.72916666667	791.729826702003	1087.06818354558
7	11.402	139.03896	low score: 3-Methoxycatechol	[M-H]-	null	0.17	True	-1.000	139.04007	C7H8O3	Methoxyphenols	LPYUENQFPVNPHY-UHFFFAOYSA-N	OC1=CC=CC(OC)=C1O	530	False	True	False	Normalized unit: Intensity; Annotation method: MSMS-Public_experimentspectra-neg-VS19_1	False	False	7	0	0.00	0.99	null	null	null	1.00	null	0.50	114.94	E_neg_Bs_2_1rep	139.03896:2008 140.04362:222 141.04829:50	65.03854:29 65.04595:12 67.05475:17 80.02719:38 93.03265:17 95.04958:235 99.92632:12 115.91956:17 139.03980:82 139.07552:17	871	1114	988	378	391	587	990.9375	451.666666666667	121.157696825253	117.012691841882
8	8.571	142.02915	Unknown	[M-H]-	null	0.50	True	null	null	null	null	null	null	999	False	False	False	Normalized unit: Intensity	False	False	8	0	0.00	null	null	null	null	null	null	null	240.02	E_neg_Bs_2_1rep	142.02914:5797 143.03381:482 144.03848:2137	65.99745:149 74.00105:17 114.03260:31 142.02761:95 142.03918:17	2312	2455	2434	0	2	0	2400.04166666667	0.833333333333333	76.9744614033338	1.44337567297406
9	10.035	143.10736	low score: Octanoic acid	[M-H]-	null	0.33	True	-1.000	143.10776	C8H16O2	Medium-chain fatty acids	WWZKQHOCKIZLMA-UHFFFAOYSA-N	CCCCCCCC(O)=O	530	False	True	False	Normalized unit: Intensity; Annotation method: MSMS-Public_experimentspectra-neg-VS19_1	False	False	9	0	0.00	1.00	0.78	0.84	0.79	2.00	0.50	1.66	101.30	E_neg_Bs_2_1rep	143.10690:1926 144.11157:185 145.11624:0	74.10633:8 83.04681:8 98.27184:9 99.04340:8 99.08197:15 101.66969:8 102.47742:13 106.46824:8 116.13693:8 122.07368:8 122.18356:8 123.69154:8 130.21750:8 142.64270:8 142.92479:27 143.10816:1030	1009	1100	1370	705	319	952	1159.89583333333	658.791666666667	187.940912146167	318.771815021472
10	10.590	143.10758	low score: Octanoic acid	[M-H]-	null	0.67	True	-1.000	143.10776	C8H16O2	Medium-chain fatty acids	WWZKQHOCKIZLMA-UHFFFAOYSA-N	CCCCCCCC(O)=O	530	False	True	False	Normalized unit: Intensity; Annotation method: MSMS-Public_experimentspectra-neg-VS19_1	False	False	10	0	0.00	1.00	0.82	0.88	0.79	2.00	0.50	1.70	256.70	E_neg_Bs_2_1rep	143.10715:6891 144.11181:538 145.11648:59	65.02680:1 73.79511:1 80.12727:1 80.14788:1 80.17024:1 80.40282:1 92.70183:1 92.94578:1 95.16388:1 95.51710:2 97.79648:2 100.26715:1 100.40648:1 100.68394:1 101.54677:1 102.17303:1 104.02991:1 104.40539:1 105.71509:1 107.15460:1 108.61966:1 108.88371:1 110.50873:1 113.43937:1 114.49446:1 114.75749:2 119.19638:1 119.30602:1 120.06418:1 121.08112:1 123.57499:1 124.55910:1 125.09534:1 128.22438:1 130.96912:1 135.12963:1 140.33921:1 142.62277:1 142.63622:1 142.89780:1 142.92298:2 143.00964:1 143.06822:1 143.07785:1 143.08713:4 143.10755:607 143.13214:1 143.14790:1 143.28329:1 146.89323:1 147.89486:1	3491	3339	3873	762	961	1374	3567.625	1032.14583333333	275.201289967907	312.397235186362
11	6.324	144.04509	4-Hydroxyquinoline	[M-H]-	null	0.83	True	2.933	144.04549	C9H7NO	Hydroquinolones	PMZDQRJGMBOQBF-UHFFFAOYSA-N	O=C1C=CNC2=CC=CC=C12	430	False	True	True	Normalized unit: Intensity; Annotation method: MSMS-Public_experimentspectra-neg-VS19_1	False	False	11	0	0.00	1.00	0.71	0.88	0.87	3.00	1.00	1.75	668.02	E_neg_Bs_1_1rep	144.04515:15583 145.04982:1217 146.05449:81	65.03867:3 65.04743:2 65.12037:1 65.38940:1 65.67287:1 65.70820:1 65.82219:1 65.99857:53 66.03525:5 68.01513:2 70.83487:1 71.44830:1 71.74087:1 72.10597:1 72.21164:1 73.00760:1 73.51051:1 74.00168:3 74.43763:1 76.39491:1 77.52816:2 77.91432:1 78.09730:1 78.29522:1 78.66618:1 78.68529:1 79.01407:1 79.05021:1 79.21402:1 79.35531:1 79.51638:1 79.54111:2 79.59938:1 79.70137:2 79.71890:1 79.73402:1 79.81163:1 79.82392:1 79.83464:1 79.87753:1 79.99970:1 80.00627:1 80.08552:2 80.14958:1 80.15747:1 80.16767:1 80.19460:4 80.21655:2 80.24958:1 80.27986:1 80.30092:1 80.31873:1 80.38433:1 80.44538:1 80.45636:1 80.51963:1 80.54117:1 80.56490:1 80.58758:1 80.60359:1 80.66120:1 80.71488:1 80.81655:1 80.83636:1 80.91432:2 80.96058:1 80.99011:1 81.00510:1 81.01637:1 81.02009:1 81.07711:3 81.08358:1 81.12813:1 81.16430:1 81.17092:1 81.24419:2 81.27023:1 81.30821:1 81.40318:1 81.42042:1 81.46992:1 81.53492:1 81.56327:2 81.74083:2 81.76504:1 81.84788:1 82.56324:1 83.94361:1 85.68098:1 85.84380:1 86.59689:1 88.03204:1 89.01353:1 89.03834:2 89.04357:1 89.67227:1 89.83281:1 90.00976:1 90.03568:6 90.36785:2 91.33888:1 91.36509:1 94.03062:1 95.36317:1 96.19766:1 96.23465:1 96.43414:1 96.55682:1 96.59037:2 96.66031:1 96.83250:1 97.10526:1 97.37909:1 97.56041:1 97.70269:1 97.79566:1 97.87995:1 97.91664:2 97.92599:1 97.99455:1 98.03409:2 98.54149:1 98.55073:1 98.55753:1 98.58671:1 98.68204:1 98.86408:2 98.89233:1 98.96296:1 99.05556:1 99.06140:1 99.14868:1 99.15767:1 99.19989:1 99.22623:1 99.23989:1 99.25193:2 99.29991:1 99.30919:1 99.31797:1 99.48839:1 99.55239:1 99.57487:1 99.60957:1 99.68779:1 99.72231:1 99.77368:2 99.79393:1 99.84651:2 99.91538:2 99.92491:9 99.94125:1 99.95496:1 100.00051:1 100.11563:1 100.23328:1 100.24799:1 100.26368:1 100.27300:1 100.34412:1 100.37386:2 100.40742:1 100.42656:1 100.43638:1 100.47024:1 100.53506:1 100.56133:1 100.69887:1 100.72224:1 100.73305:1 100.80997:1 100.82893:1 100.83581:1 100.85598:1 100.90960:1 100.93223:1 100.95043:1 101.00260:1 101.05330:1 101.11950:1 101.16657:1 101.21584:2 101.23986:1 101.26489:2 101.30122:1 101.34744:1 101.36248:2 101.45895:2 101.48209:1 101.52995:1 101.56033:1 101.59806:1 101.75362:1 101.79760:1 101.83071:1 101.84899:1 101.85838:1 101.86877:1 101.89200:1 101.96051:1 101.97853:1 102.00623:1 102.05471:1 102.09727:1 102.17992:1 102.20270:1 102.24627:1 102.35228:1 102.36467:1 102.37993:1 102.46231:1 102.51119:2 102.58827:1 102.59868:1 102.75253:1 102.78480:1 102.82626:1 102.83964:1 102.88860:1 102.90251:1 102.93083:1 102.93800:1 103.01532:1 103.13774:1 103.21524:1 103.22719:1 103.32723:1 103.38050:1 103.45870:1 103.47165:1 103.50154:1 103.83864:1 104.03487:1 104.09932:1 104.18428:1 104.21678:1 104.28460:2 104.32030:1 104.64821:1 104.70533:1 104.82792:1 105.39554:1 105.49160:1 105.63752:1 105.68434:1 105.78103:1 105.88835:1 105.94077:1 106.03153:1 106.08600:1 106.15635:1 106.17480:1 106.28333:1 106.48539:1 106.64414:1 106.67499:1 106.83642:1 106.87298:2 106.99239:1 107.07650:1 107.09880:1 107.15608:1 107.17011:2 107.24482:1 107.48568:2 107.55646:2 107.66061:1 107.69212:1 107.76735:1 108.22440:1 108.41606:1 108.80959:1 108.81827:1 108.84126:1 108.88419:1 108.90463:1 108.95319:1 109.05545:1 109.08666:1 109.19410:1 109.22072:1 109.22583:1 109.37176:1 109.44553:1 109.58032:1 109.82552:1 109.84143:1 109.86177:2 109.93385:1 109.95901:2 110.12444:1 110.32446:1 110.46957:1 110.63951:1 110.68278:1 110.68742:1 110.70752:1 110.77246:1 110.92612:1 111.04014:1 111.36448:1 111.41669:1 111.52838:1 111.70068:1 111.73023:2 111.83116:1 111.91559:1 112.06953:2 112.11101:1 112.33877:1 112.52261:1 112.63277:1 112.64785:1 113.02190:1 113.24642:1 113.29229:1 113.29935:1 113.67315:1 114.02051:2 114.03430:46 114.09598:1 114.10801:1 114.27287:1 114.54894:1 114.61290:1 114.65695:1 114.67058:1 114.71254:1 114.80121:1 114.94818:1 115.04258:247 115.07266:1 115.41704:1 115.44493:1 115.48440:1 115.58563:2 115.63919:1 115.66973:1 115.67746:2 115.70421:1 115.73084:1 115.80409:1 115.81727:1 116.05015:67 116.06811:2 116.10206:1 116.19760:1 116.55974:1 116.68413:2 116.70650:2 116.92888:1 116.97337:1 117.03384:18 117.05011:2 118.03302:1 118.26992:1 118.44255:1 118.53265:1 118.94091:1 118.95800:1 119.09372:2 119.54203:1 119.76294:1 119.96382:1 120.09453:2 120.20172:1 120.20613:1 120.24507:1 120.37722:1 120.39979:1 120.51804:1 120.54170:1 120.84516:2 120.90752:1 121.07840:1 121.12313:1 121.51315:1 121.59306:1 121.62601:1 122.17864:1 122.18947:1 122.20138:1 122.42941:1 122.72927:1 122.74317:2 122.95020:1 123.11806:1 123.57714:1 123.64738:1 123.66950:2 123.69477:1 123.71601:1 123.88276:1 124.13091:1 124.14019:1 124.32688:1 124.44978:1 124.46398:1 124.78711:1 124.94363:1 125.00495:1 125.24326:1 125.34907:1 125.37813:1 125.51581:1 125.61130:1 126.01625:1 126.03476:81 126.13254:2 126.33745:1 126.79477:1 127.50110:1 127.73125:1 128.48015:1 128.59953:1 128.72119:1 129.17667:1 129.18391:1 129.46629:1 129.57588:2 129.58668:1 129.63185:1 129.66308:1 130.35745:1 130.53397:1 130.91275:1 133.60928:1 134.07049:1 134.28323:1 135.57804:1 136.31525:1 136.32497:1 136.92147:1 137.69476:1 138.02976:1 138.99234:1 139.41127:1 139.82065:1 140.27712:1 140.92813:1 142.02965:44 142.05656:2 142.36026:1 142.49353:1 142.73801:1 143.03695:26 143.19335:1 143.19829:1 143.28914:1 143.36771:1 143.46370:2 143.47622:1 143.53430:1 143.55601:2 143.57474:5 143.59049:3 143.59785:1 143.86072:1 144.00210:2 144.04557:3307 144.11343:1 144.23010:2 144.25633:1 144.27869:1 144.28692:1 144.34752:1 144.38460:1 144.40990:1 144.45645:2 144.48348:1 144.49525:1 144.53102:1 144.55354:1 144.58829:1 144.59712:1 144.60713:1 144.62657:1 144.66957:1 144.67759:2 144.71081:1 144.73791:1 144.74557:1 144.77444:1 145.01674:1 145.04947:2 145.07513:1 145.14770:1 145.20933:1 145.25865:1 145.31434:2 145.33953:1 145.35075:1 145.42634:1 145.49426:1 145.57580:1 145.59662:1 145.63549:1 145.66058:1 145.68514:1 145.71672:1 145.73480:1 145.77717:2 145.88082:2 146.10811:1 146.18626:1 146.30294:1 146.43626:1 146.99270:1 147.13940:1 147.24576:1 147.32184:1 147.55198:1 147.60196:1 147.78290:1 147.83173:1	9531	12630	9112	982	1159	1388	10424.25	1176.08333333333	1921.6594299833	203.35930076673
12	8.190	144.04509	4-Hydroxyquinoline	[M-H]-	null	0.50	True	2.933	144.04549	C9H7NO	Hydroquinolones	PMZDQRJGMBOQBF-UHFFFAOYSA-N	O=C1C=CNC2=CC=CC=C12	430	False	True	True	Normalized unit: Intensity; Annotation method: MSMS-Public_experimentspectra-neg-VS19_1	False	False	12	0	0.00	1.00	0.74	0.84	0.88	3.00	1.00	1.75	687.42	E_neg_Bs_2_1rep	144.04509:18956 145.04976:1506 146.05443:126	65.99794:54 66.75742:10 74.00321:10 91.82040:10 97.05767:10 98.72359:10 99.44901:10 99.92822:10 100.31144:10 100.93340:10 101.31016:10 101.55778:10 101.63380:10 101.67923:10 101.88972:10 102.00610:16 102.05364:10 103.41655:10 109.19583:10 110.20843:10 114.03330:72 115.04220:112 116.04975:57 117.03281:24 118.03270:10 119.92165:10 121.63270:10 124.27085:10 126.03400:52 126.05095:11 142.02921:31 143.03575:18 143.57208:10 144.02768:14 144.04542:2135	5848	9048	7025	85	5	46	7307.0625	45.1875	1618.4139528119	39.6592419084127
13	4.817	146.06018	low score: 3-METHYL-2-OXINDOLE	[M-H]-	null	0.33	True	-1.000	146.06114	C9H9NO	Indolines	BBZCPUCZKLTAJQ-UHFFFAOYSA-N	CC1C2=CC=CC=C2NC1=O	530	False	True	False	Normalized unit: Intensity; Annotation method: MSMS-Public_experimentspectra-neg-VS19_1	False	False	13	0	0.00	1.00	0.54	0.71	0.65	16.00	0.56	1.43	135.37	E_neg_Bs_1_1rep	146.06018:1319 147.06485:105 148.06952:0	65.03849:1 65.05404:1 65.99736:2 67.16916:1 73.43275:1 73.51545:1 77.04084:1 77.28219:1 79.25665:1 79.86912:1 79.89669:1 80.66947:1 80.92920:1 81.32799:1 81.50962:1 82.19197:1 83.35985:1 83.40413:1 83.58806:1 83.92925:3 84.13029:1 84.93057:4 88.87671:1 89.10726:1 89.14656:1 89.79883:1 90.03568:1 90.09192:1 90.55226:1 91.54063:1 92.05005:7 92.05935:1 92.51977:1 93.01158:2 93.09680:1 93.16628:1 93.73252:1 94.14882:1 94.29144:1 94.68372:1 95.51092:1 95.86161:1 97.17757:1 97.36547:1 97.46940:2 97.70792:1 98.01703:1 98.11742:1 98.88590:1 99.01355:1 99.07350:1 99.53128:1 99.70852:1 99.92684:2 100.01511:1 100.19886:1 100.50550:1 100.55362:1 100.72116:1 100.92549:3 100.93783:1 101.28151:1 101.62561:1 101.92404:3 101.93320:5 101.95025:1 102.03367:2 102.05775:1 102.15607:2 102.23281:1 102.48877:1 102.63927:1 102.97269:1 103.25994:1 103.36199:1 103.66245:1 103.77767:1 103.87598:1 103.88247:1 103.90543:1 104.03977:1 104.06275:1 104.12571:1 104.34022:1 104.68920:1 105.57804:1 105.88171:1 106.00420:1 106.42971:1 106.85303:1 106.86164:1 107.47207:1 107.50254:1 107.94783:1 107.97836:1 108.06155:1 108.07508:1 108.13567:1 108.31655:1 108.52155:1 108.74411:1 108.99093:1 110.03596:1 110.23693:1 110.32488:1 110.68063:1 111.19545:1 111.29721:1 112.25305:1 112.59474:1 112.96402:1 113.25727:1 114.03992:1 114.27225:1 115.04105:1 115.44409:1 115.67787:2 116.05027:119 116.07370:1 116.48699:1 116.75673:1 117.35231:1 117.53065:1 118.02957:9 118.04745:1 118.06613:11 118.22583:2 118.57202:1 120.26700:1 120.36799:1 121.08046:1 121.24273:1 122.16448:1 123.28323:1 123.41921:1 124.30385:1 124.35464:1 125.20536:1 125.26893:1 125.74487:1 126.44032:1 126.71013:2 126.77814:1 127.77379:1 128.05094:22 128.25477:1 129.13373:1 130.60663:1 131.03761:526 131.05759:1 131.09684:1 131.11871:1 131.12207:1 132.07641:2 132.71285:1 135.08025:1 135.25937:1 136.74436:1 138.50882:1 139.74273:1 139.94544:1 141.43665:1 141.90300:1 142.44960:1 143.33303:1 143.58175:1 144.04525:297 144.22793:2 144.44219:1 144.88888:2 145.05161:7 145.10573:1 145.53495:1 145.59049:1 145.89735:1 146.02386:3 146.06174:497 146.08356:2 146.09086:1 146.67571:1 147.80723:1 148.76563:1	1079	1145	1018	0	5	0	1080.75	1.66666666666667	63.4345442661173	2.88675134594813
14	11.206	149.06004	low score: PhenylPropionicAcid	[M-H]-	null	1.00	True	-1.000	149.06081	C9H10O2	Phenylpropanoic acids	XMIIGOLPHOKFCH-UHFFFAOYSA-N	C1=CC=C(C=C1)CCC(=O)O	530	False	True	False	Normalized unit: Intensity; Annotation method: MSMS-Public_experimentspectra-neg-VS19_1	False	False	14	0	0.00	1.00	1.00	0.88	0.88	2.00	1.00	1.90	218.80	E_neg_Bs_1_1rep	149.06007:5430 150.06474:460 151.06941:39	105.06677:10 105.07380:10 149.06007:38	2929	4013	2075	3407	3592	3183	3005.5625	3393.72916666667	971.159662385001	205.023153545114
15	10.609	149.06013	low score: PhenylPropionicAcid	[M-H]-	null	1.00	True	-1.000	149.06081	C9H10O2	Phenylpropanoic acids	XMIIGOLPHOKFCH-UHFFFAOYSA-N	C1=CC=C(C=C1)CCC(=O)O	530	False	True	False	Normalized unit: Intensity; Annotation method: MSMS-Public_experimentspectra-neg-VS19_1	False	False	15	0	0.00	1.00	0.68	0.67	0.88	2.00	1.00	1.63	127.02	E_neg_Bs_1_1rep	149.05998:3410 150.06465:377 151.06932:50	71.04875:6 77.03706:6 78.95660:13 78.96176:6 79.95830:6 92.02470:6 105.07095:38 147.89513:6 149.05931:64	1562	2299	1438	1789	2044	1690	1766.6875	1840.89583333333	465.530531524249	182.55986104449
